Município;Estado;Ano de Referência;IDHM
Boa Vista do Incra ;RS;2011;0,74
Boa Vista do Ramos ;AM;2011;0,58
Boa Vista do Sul ;RS;2011;0,73
Boa Vista do Tupim ;BA;2011;0,57
Boa Vista ;PB;2011;0,66
Boa Vista ;RR;2011;0,76
Boca da Mata ;AL;2011;0,62
Boca do Acre ;AM;2011;0,61
Bocaina de Minas ;MG;2011;0,66
Bocaina do Sul ;SC;2011;0,66
Bocaina ;PI;2011;0,65
Bocaina ;SP;2011;0,75
Bocaiúva do Sul ;PR;2011;0,65
Bocaiúva ;MG;2011;0,71
Bodocó ;PE;2011;0,58
Bodoquena ;MS;2011;0,68
Bodó ;RN;2011;0,65
Bofete ;SP;2011;0,71
Boituva ;SP;2011;0,79
Bombinhas ;SC;2011;0,79
Bom Conselho ;PE;2011;0,58
Bom Despacho ;MG;2011;0,76
Bom Jardim da Serra ;SC;2011;0,71
Bom Jardim de Goiás ;GO;2011;0,68
Bom Jardim de Minas ;MG;2011;0,68
Bom Jardim ;MA;2011;0,56
Bom Jardim ;PE;2011;0,62
Bom Jardim ;RJ;2011;0,67
Bom Jesus da Lapa ;BA;2011;0,65
Bom Jesus da Penha ;MG;2011;0,75
Bom Jesus da Serra ;BA;2011;0,57
Bom Jesus das Selvas ;MA;2011;0,58
Bom Jesus de Goiás ;GO;2011;0,71
Bom Jesus do Amparo ;MG;2011;0,69
Bom Jesus do Araguaia ;MT;2011;0,68
Bom Jesus do Galho ;MG;2011;0,64
Bom Jesus do Itabapoana ;RJ;2011;0,74
Bom Jesus do Norte ;ES;2011;0,74
Bom Jesus do Oeste ;SC;2011;0,73
Bom Jesus dos Perdões ;SP;2011;0,72
Bom Jesus do Sul ;PR;2011;0,71
Bom Jesus do Tocantins ;PA;2011;0,60
Bom Jesus do Tocantins ;TO;2011;0,68
Bom Jesus ;PB;2011;0,61
Bom Jesus ;PI;2011;0,68
Bom Jesus ;RN;2011;0,60
Bom Jesus ;RS;2011;0,68
Bom Jesus ;SC;2011;0,73
Bom Lugar ;MA;2011;0,58
Bom Princípio do Piauí ;PI;2011;0,55
Bom Princípio ;RS;2011;0,75
Bom Progresso ;RS;2011;0,74
Bom Repouso ;MG;2011;0,66
Bom Retiro do Sul ;RS;2011;0,75
Bom Retiro ;SC;2011;0,71
Bom Sucesso de Itararé ;SP;2011;0,67
Bom Sucesso do Sul ;PR;2011;0,75
Bom Sucesso ;MG;2011;0,70
Bom Sucesso ;PB;2011;0,60
Bom Sucesso ;PR;2011;0,70
Bonfim do Piauí ;PI;2011;0,55
Bonfim ;MG;2011;0,65
Bonfim ;RR;2011;0,64
Bonfinópolis de Minas ;MG;2011;0,69
Bonfinópolis ;GO;2011;0,70
Boninal ;BA;2011;0,63
Bonito ;BA;2011;0,58
Bonito de Minas ;MG;2011;0,56
Bonito de Santa Fé ;PB;2011;0,59
Bonito ;MS;2011;0,68
Bonito ;PA;2011;0,56
Bonito ;PE;2011;0,57
Bonópolis ;GO;2011;0,65
Boqueirão do Leão ;RS;2011;0,71
Boqueirão do Piauí ;PI;2011;0,58
Boqueirão ;PB;2011;0,62
Boquim ;SE;2011;0,62
Boquira ;BA;2011;0,62
Boracéia ;SP;2011;0,76
Borá ;SP;2011;0,75
Borba ;AM;2011;0,58
Borborema ;PB;2011;0,57
Borborema ;SP;2011;0,74
Borda da Mata ;MG;2011;0,74
Borebi ;SP;2011;0,72
Borrazópolis ;PR;2011;0,73
Bossoroca ;RS;2011;0,70
Botelhos ;MG;2011;0,71
Botucatu ;SP;2011;0,81
Botumirim ;MG;2011;0,61
Botuporã ;BA;2011;0,59
Botuverá ;SC;2011;0,74
Bozano ;RS;2011;0,76
Braço do Norte ;SC;2011;0,79
Braço do Trombudo ;SC;2011;0,79
Bragança ;PA;2011;0,61
Bragança Paulista ;SP;2011;0,78
Braganey ;PR;2011;0,72
Braga ;RS;2011;0,69
Branquinha ;AL;2011;0,53
Brasilândia de Minas ;MG;2011;0,68
Brasilândia do Sul ;PR;2011;0,69
Brasilândia do Tocantins ;TO;2011;0,70
Brasilândia ;MS;2011;0,72
Brasiléia ;AC;2011;0,63
Brasileira ;PI;2011;0,59
Brasília de Minas ;MG;2011;0,67
Brasília ;DF;2011;0,83
Brasil Novo ;PA;2011;0,63
Brasnorte ;MT;2011;0,71
Brasópolis ;MG;2011;0,70
Brás Pires ;MG;2011;0,64
Braúnas ;MG;2011;0,64
Braúna ;SP;2011;0,74
Brazabrantes ;GO;2011;0,72
Brejão ;PE;2011;0,56
Brejetuba ;ES;2011;0,67
Brejinho de Nazaré ;TO;2011;0,70
Brejinho ;PE;2011;0,59
Brejinho ;RN;2011;0,61
Brejo Alegre ;SP;2011;0,72
Brejo da Madre de Deus ;PE;2011;0,58
Brejo de Areia ;MA;2011;0,54
Brejo do Cruz ;PB;2011;0,61
Brejo do Piauí ;PI;2011;0,54
Brejo dos Santos ;PB;2011;0,63
Brejões ;BA;2011;0,61
Brejo Grande do Araguaia ;PA;2011;0,60
Brejo Grande ;SE;2011;0,55
Brejolândia ;BA;2011;0,61
Brejo ;MA;2011;0,58
Brejo Santo ;CE;2011;0,66
Breu Branco ;PA;2011;0,58
Breves ;PA;2011;0,51
Britânia ;GO;2011;0,68
Brochier ;RS;2011;0,71
Brodowski ;SP;2011;0,76
Brotas de Macaúbas ;BA;2011;0,59
Brotas ;SP;2011;0,75
Brumadinho ;MG;2011;0,76
Brumado ;BA;2011;0,67
Brunópolis ;SC;2011;0,68
Brusque ;SC;2011;0,80
Bueno Brandão ;MG;2011;0,67
Buenópolis ;MG;2011;0,68
Buenos Aires ;PE;2011;0,61
Buerarema ;BA;2011;0,63
Bugre ;MG;2011;0,64
Buíque ;PE;2011;0,54
Bujari ;AC;2011;0,60
Bujaru ;PA;2011;0,57
Buri ;SP;2011;0,68
Buritama ;SP;2011;0,77
Buriti Alegre ;GO;2011;0,72
Buriti Bravo ;MA;2011;0,61
Buriticupu ;MA;2011;0,58
Buriti de Goiás ;GO;2011;0,70
Buriti dos Lopes ;PI;2011;0,58
Buriti dos Montes ;PI;2011;0,59
Buriti do Tocantins ;TO;2011;0,64
Buriti ;MA;2011;0,56
Buritinópolis ;GO;2011;0,73
Buritirama ;BA;2011;0,59
Buritirana ;MA;2011;0,60
Buritis ;MG;2011;0,68
Buritis ;RO;2011;0,63
Buritizal ;SP;2011;0,75
Buritizeiro ;MG;2011;0,64
Butiá ;RS;2011;0,70
Caapiranga ;AM;2011;0,58
Caaporã ;PB;2011;0,62
Caarapó ;MS;2011;0,71
Caatiba ;BA;2011;0,58
Cabaceiras do Paraguaçu ;BA;2011;0,60
Cabaceiras ;PB;2011;0,62
Cabeceira Grande ;MG;2011;0,66
Cabeceiras do Piauí ;PI;2011;0,60
Cabeceiras ;GO;2011;0,68
Cabedelo ;PB;2011;0,76
Cabixi ;RO;2011;0,66
Cabo de Santo Agostinho ;PE;2011;0,70
Cabo Frio ;RJ;2011;0,75
Cabo Verde ;MG;2011;0,68
Cabrália Paulista ;SP;2011;0,70
Cabreúva ;SP;2011;0,75
Cabrobó ;PE;2011;0,64
Caçador ;SC;2011;0,75
Caçapava do Sul ;RS;2011;0,71
Caçapava ;SP;2011;0,80
Cacaulândia ;RO;2011;0,66
Cacequi ;RS;2011;0,71
Cáceres ;MT;2011;0,72
Cachoeira Alta ;GO;2011;0,72
Cachoeira ;BA;2011;0,66
Cachoeira da Prata ;MG;2011;0,75
Cachoeira de Goiás ;GO;2011;0,74
Cachoeira de Minas ;MG;2011;0,71
Cachoeira de Pajeú ;MG;2011;0,59
Cachoeira do Arari ;PA;2011;0,56
Cachoeira do Piriá ;PA;2011;0,49
Cachoeira dos Índios ;PB;2011;0,60
Cachoeira do Sul ;RS;2011;0,75
Cachoeira Dourada ;GO;2011;0,71
Cachoeira Dourada ;MG;2011;0,74
Cachoeira Grande ;MA;2011;0,55
Cachoeira Paulista ;SP;2011;0,77
Cachoeiras de Macacu ;RJ;2011;0,71
Cachoeirinha ;PE;2011;0,59
Cachoeirinha ;RS;2011;0,76
Cachoeirinha ;TO;2011;0,64
Cachoeiro de Itapemirim ;ES;2011;0,76
Cacimba de Areia ;PB;2011;0,61
Cacimba de Dentro ;PB;2011;0,58
Cacimbas ;PB;2011;0,54
Cacimbinhas ;AL;2011;0,55
Cacique Doble ;RS;2011;0,67
Cacoal ;RO;2011;0,73
Caconde ;SP;2011;0,73
Caçu ;GO;2011;0,74
Caculé ;BA;2011;0,65
Caém ;BA;2011;0,56
Caetanópolis ;MG;2011;0,72
Caetanos ;BA;2011;0,56
Caeté ;MG;2011;0,73
Caetés ;PE;2011;0,54
Caetité ;BA;2011;0,64
Cafarnaum ;BA;2011;0,60
Cafeara ;PR;2011;0,70
Cafelândia ;PR;2011;0,76
Cafelândia ;SP;2011;0,75
Cafezal do Sul ;PR;2011;0,70
Caiabu ;SP;2011;0,74
Caiana ;MG;2011;0,64
Caiapônia ;GO;2011;0,70
Caibaté ;RS;2011;0,73
Caibi ;SC;2011;0,74
Caiçara do Norte ;RN;2011;0,59
Caiçara do Rio do Vento ;RN;2011;0,60
Caiçara ;PB;2011;0,61
Caiçara ;RS;2011;0,71
Caicó ;RN;2011;0,72
Caieiras ;SP;2011;0,79
Cairu ;BA;2011;0,64
Caiuá ;SP;2011;0,71
Cajamar ;SP;2011;0,74
Cajapió ;MA;2011;0,57
Cajari ;MA;2011;0,54
Cajati ;SP;2011;0,70
Cajazeiras do Piauí ;PI;2011;0,58
Cajazeiras ;PB;2011;0,69
Cajazeirinhas ;PB;2011;0,57
Cajobi ;SP;2011;0,74
Cajueiro ;AL;2011;0,58
Cajueiro da Praia ;PI;2011;0,56
Cajuri ;MG;2011;0,62
Cajuru ;SP;2011;0,72
Calçado ;PE;2011;0,58
Calçoene ;AP;2011;0,66
Caldas Brandão ;PB;2011;0,59
Caldas ;MG;2011;0,69
Caldas Novas ;GO;2011;0,74
Caldazinha ;GO;2011;0,70
Caldeirão Grande ;BA;2011;0,59
Caldeirão Grande do Piauí ;PI;2011;0,61
Califórnia ;PR;2011;0,73
Calmon ;SC;2011;0,64
Calumbi ;PE;2011;0,59
Camacan ;BA;2011;0,59
Camaçari ;BA;2011;0,71
Camacho ;MG;2011;0,70
Camalaú ;PB;2011;0,58
Camamu ;BA;2011;0,58
Camanducaia ;MG;2011;0,70
Camapuã ;MS;2011;0,71
Camaquã ;RS;2011;0,71
Camaragibe ;PE;2011;0,70
Camargo ;RS;2011;0,74
Cambará do Sul ;RS;2011;0,71
Cambará ;PR;2011;0,73
Cambé ;PR;2011;0,74
Cambira ;PR;2011;0,73
Camboriú ;SC;2011;0,74
Cambuci ;RJ;2011;0,70
Cambuí ;MG;2011;0,76
Cambuquira ;MG;2011;0,71
Cametá ;PA;2011;0,59
Camocim ;CE;2011;0,63
Camocim de São Félix ;PE;2011;0,60
Campanário ;MG;2011;0,62
Campanha ;MG;2011;0,72
Campestre ;AL;2011;0,57
Campestre da Serra ;RS;2011;0,71
Campestre de Goiás ;GO;2011;0,66
Campestre do Maranhão ;MA;2011;0,67
Campestre ;MG;2011;0,71
Campinaçu ;GO;2011;0,64
Campina da Lagoa ;PR;2011;0,71
Campina das Missões ;RS;2011;0,75
Campina do Monte Alegre ;SP;2011;0,73
Campina do Simão ;PR;2011;0,64
Campina Grande do Sul ;PR;2011;0,73
Campina Grande ;PB;2011;0,73
Campinápolis ;MT;2011;0,55
Campinas do Piauí ;PI;2011;0,56
Campinas do Sul ;RS;2011;0,77
Campinas ;SP;2011;0,81
Campina Verde ;MG;2011;0,71
Campinorte ;GO;2011;0,70
Campo Alegre ;AL;2011;0,59
Campo Alegre de Goiás ;GO;2011;0,70
Campo Alegre de Lourdes ;BA;2011;0,57
Campo Alegre do Fidalgo ;PI;2011;0,56
Campo Alegre ;SC;2011;0,73
Campo Azul ;MG;2011;0,63
Campo Belo do Sul ;SC;2011;0,65
Campo Belo ;MG;2011;0,72
Campo Bom ;RS;2011;0,75
Campo Bonito ;PR;2011;0,70
Campo do Brito ;SE;2011;0,63
Campo do Meio ;MG;2011;0,69
Campo do Tenente ;PR;2011;0,70
Campo Erê ;SC;2011;0,70
Campo Florido ;MG;2011;0,72
Campo Formoso ;BA;2011;0,60
Campo Grande ;AL;2011;0,54
Campo Grande do Piauí ;PI;2011;0,58
Campo Grande ;MS;2011;0,79
Campo Largo do Piauí ;PI;2011;0,55
Campo Largo ;PR;2011;0,75
Campo Limpo de Goiás ;GO;2011;0,68
Campo Limpo Paulista ;SP;2011;0,78
Campo Magro ;PR;2011;0,71
Campo Maior ;PI;2011;0,67
Campo Mourão ;PR;2011;0,76
Campo Novo de Rondônia ;RO;2011;0,61
Campo Novo do Parecis ;MT;2011;0,75
Campo Novo ;RS;2011;0,72
Campo Redondo ;RN;2011;0,64
Campos Altos ;MG;2011;0,71
Campos Belos ;GO;2011;0,71
Campos Borges ;RS;2011;0,72
Campos de Júlio ;MT;2011;0,75
Campos do Jordão ;SP;2011;0,76
Campos dos Goytacazes ;RJ;2011;0,72
Campos Gerais ;MG;2011;0,69
Campos Lindos ;TO;2011;0,56
Campos Novos Paulista ;SP;2011;0,72
Campos Novos ;SC;2011;0,75
Campos Sales ;CE;2011;0,64
Campos Verdes ;GO;2011;0,67
Campo Verde ;MT;2011;0,76
Camutanga ;PE;2011;0,62
Canaã dos Carajás ;PA;2011;0,69
Canaã ;MG;2011;0,66
Canabrava do Norte ;MT;2011;0,68
Cananéia ;SP;2011;0,73
Canapi ;AL;2011;0,52
Canápolis ;BA;2011;0,58
Canápolis ;MG;2011;0,74
Canarana ;BA;2011;0,60
Canarana ;MT;2011;0,70
Canas ;SP;2011;0,72
Cana Verde ;MG;2011;0,66
Canavieira ;PI;2011;0,60
Canavieiras ;BA;2011;0,60
Candeal ;BA;2011;0,60
Candeias ;BA;2011;0,70
Candeias do Jamari ;RO;2011;0,66
Candeias ;MG;2011;0,69
Candelária ;RS;2011;0,68
Candiba ;BA;2011;0,60
Cândido de Abreu ;PR;2011;0,64
Cândido Godói ;RS;2011;0,74
Cândido Mendes ;MA;2011;0,58
Cândido Mota ;SP;2011;0,76
Cândido Rodrigues ;SP;2011;0,80
Cândido Sales ;BA;2011;0,62
Candiota ;RS;2011;0,70
Candói ;PR;2011;0,65
Canela ;RS;2011;0,76
Canelinha ;SC;2011;0,70
Canguaretama ;RN;2011;0,59
Canguçu ;RS;2011;0,66
Canhoba ;SE;2011;0,58
Canhotinho ;PE;2011;0,55
Canindé ;CE;2011;0,63
Canindé de São Francisco ;SE;2011;0,58
Canitar ;SP;2011;0,69
Canoas ;RS;2011;0,76
Canoinhas ;SC;2011;0,77
Cansanção ;BA;2011;0,58
Cantagalo ;MG;2011;0,64
Cantagalo ;PR;2011;0,65
Cantagalo ;RJ;2011;0,72
Cantanhede ;MA;2011;0,58
Cantá ;RR;2011;0,63
Canto do Buriti ;PI;2011;0,59
Canudos ;BA;2011;0,58
Canudos do Vale ;RS;2011;0,73
Canutama ;AM;2011;0,54
Capanema ;PA;2011;0,67
Capanema ;PR;2011;0,72
Capão Alto ;SC;2011;0,67
Capão Bonito do Sul ;RS;2011;0,65
Capão Bonito ;SP;2011;0,73
Capão da Canoa ;RS;2011;0,75
Capão do Cipó ;RS;2011;0,68
Capão do Leão ;RS;2011;0,65
Caparaó ;MG;2011;0,63
Capela ;AL;2011;0,59
Capela de Santana ;RS;2011;0,67
Capela do Alto Alegre ;BA;2011;0,61
Capela do Alto ;SP;2011;0,71
Capela Nova ;MG;2011;0,66
Capela ;SE;2011;0,63
Capelinha ;MG;2011;0,67
Capetinga ;MG;2011;0,68
Capim Branco ;MG;2011;0,70
Capim Grosso ;BA;2011;0,64
Capim ;PB;2011;0,55
Capinópolis ;MG;2011;0,73
Capinzal do Norte ;MA;2011;0,55
Capinzal ;SC;2011;0,76
Capistrano ;CE;2011;0,63
Capitão Andrade ;MG;2011;0,64
Capitão de Campos ;PI;2011;0,60
Capitão Enéas ;MG;2011;0,65
Capitão Gervásio Oliveira ;PI;2011;0,58
Capitão Leônidas Marques ;PR;2011;0,72
Capitão Poço ;PA;2011;0,56
Capitão ;RS;2011;0,76
Capitólio ;MG;2011;0,72
Capivari de Baixo ;SC;2011;0,78
Capivari do Sul ;RS;2011;0,78
Capivari ;SP;2011;0,76
Capixaba ;AC;2011;0,59
Capoeiras ;PE;2011;0,56
Caputira ;MG;2011;0,62
Caraá ;RS;2011;0,67
Caracaraí ;RR;2011;0,63
Caracol ;MS;2011;0,66
Caracol ;PI;2011;0,57
Caraguatatuba ;SP;2011;0,77
Caraíbas ;BA;2011;0,58
Caraí ;MG;2011;0,57
Carambeí ;PR;2011;0,74
Caranaíba ;MG;2011;0,64
Carandaí ;MG;2011;0,71
Carangola ;MG;2011;0,70
Carapebus ;RJ;2011;0,73
Carapicuíba ;SP;2011;0,76
Caratinga ;MG;2011;0,72
Carauari ;AM;2011;0,57
Caraúbas do Piauí ;PI;2011;0,53
Caraúbas ;PB;2011;0,60
Caraúbas ;RN;2011;0,65
Caravelas ;BA;2011;0,63
Carazinho ;RS;2011;0,77
Carbonita ;MG;2011;0,65
Cardeal da Silva ;BA;2011;0,57
Cardoso Moreira ;RJ;2011;0,66
Cardoso ;SP;2011;0,73
Careaçu ;MG;2011;0,69
Careiro ;AM;2011;0,58
Careiro da Várzea ;AM;2011;0,58
Cariacica ;ES;2011;0,73
Caridade ;CE;2011;0,61
Caridade do Piauí ;PI;2011;0,56
Carinhanha ;BA;2011;0,59
Carira ;SE;2011;0,61
Cariré ;CE;2011;0,61
Caririaçu ;CE;2011;0,59
Cariri do Tocantins ;TO;2011;0,67
Cariús ;CE;2011;0,61
Carlinda ;MT;2011;0,68
Carlópolis ;PR;2011;0,72
Carlos Barbosa ;RS;2011;0,80
Carlos Chagas ;MG;2011;0,66
Carlos Gomes ;RS;2011;0,75
Carmésia ;MG;2011;0,66
Carmo da Cachoeira ;MG;2011;0,66
Carmo da Mata ;MG;2011;0,70
Carmo de Minas ;MG;2011;0,69
Carmo do Cajuru ;MG;2011;0,72
Carmo do Paranaíba ;MG;2011;0,71
Carmo do Rio Claro ;MG;2011;0,74
Carmo do Rio Verde ;GO;2011;0,73
Carmolândia ;TO;2011;0,66
Carmópolis de Minas ;MG;2011;0,71
Carmópolis ;SE;2011;0,66
Carmo ;RJ;2011;0,70
Carnaíba ;PE;2011;0,60
Carnaúba dos Dantas ;RN;2011;0,67
Carnaubais ;RN;2011;0,60
Carnaubal ;CE;2011;0,61
Carnaubeira da Penha ;PE;2011;0,60
Carneirinho ;MG;2011;0,75
Carneiros ;AL;2011;0,54
Caroebe ;RR;2011;0,65
Carolina ;MA;2011;0,65
Carpina ;PE;2011;0,69
Carrancas ;MG;2011;0,74
Carrapateira ;PB;2011;0,62
Carrasco Bonito ;TO;2011;0,61
Caruaru ;PE;2011;0,69
Carutapera ;MA;2011;0,59
Carvalhópolis ;MG;2011;0,74
Carvalhos ;MG;2011;0,66
Casa Branca ;SP;2011;0,73
Casa Grande ;MG;2011;0,66
Casa Nova ;BA;2011;0,59
Cascalho Rico ;MG;2011;0,73
Casca ;RS;2011;0,79
Cascavel ;CE;2011;0,66
Cascavel ;PR;2011;0,79
Caseara ;TO;2011;0,67
Caseiros ;RS;2011;0,71
Casimiro de Abreu ;RJ;2011;0,74
Casinhas ;PE;2011;0,58
Casserengue ;PB;2011;0,53
Cássia dos Coqueiros ;SP;2011;0,74
Cássia ;MG;2011;0,71
Cassilândia ;MS;2011;0,74
Castanhal ;PA;2011;0,68
Castanheira ;MT;2011;0,68
Castanheiras ;RO;2011;0,67
Castelândia ;GO;2011;0,72
Castelo do Piauí ;PI;2011;0,60
Castelo ;ES;2011;0,73
Castilho ;SP;2011;0,74
Castro Alves ;BA;2011;0,63
Castro ;PR;2011;0,71
Cataguases ;MG;2011;0,76
Catalão ;GO;2011;0,78
Catanduva ;SP;2011;0,79
Catanduvas ;PR;2011;0,69
Catanduvas ;SC;2011;0,72
Catarina ;CE;2011;0,64
Catas Altas da Noruega ;MG;2011;0,61
Catas Altas ;MG;2011;0,69
Catende ;PE;2011;0,62
Catiguá ;SP;2011;0,76
Catingueira ;PB;2011;0,59
Catolândia ;BA;2011;0,60
Catolé do Rocha ;PB;2011;0,65
Catu ;BA;2011;0,69
Catuípe ;RS;2011;0,75
Catuji ;MG;2011;0,55
Catunda ;CE;2011;0,63
Caturaí ;GO;2011;0,68
Caturama ;BA;2011;0,59
Caturité ;PB;2011;0,64
Catuti ;MG;2011;0,64
Caucaia ;CE;2011;0,69
Cavalcante ;GO;2011;0,60
Caxambu do Sul ;SC;2011;0,70
Caxambu ;MG;2011;0,75
Caxias do Sul ;RS;2011;0,79
Caxias ;MA;2011;0,64
Caxingó ;PI;2011;0,51
Ceará-Mirim ;RN;2011;0,63
Cedral ;MA;2011;0,62
Cedral ;SP;2011;0,78
Cedro ;CE;2011;0,64
Cedro de São João ;SE;2011;0,63
Cedro do Abaeté ;MG;2011;0,69
Cedro ;PE;2011;0,63
Celso Ramos ;SC;2011;0,73
Centenário do Sul ;PR;2011;0,67
Centenário ;RS;2011;0,72
Centenário ;TO;2011;0,58
Central ;BA;2011;0,61
Central de Minas ;MG;2011;0,68
Central do Maranhão ;MA;2011;0,60
Centralina ;MG;2011;0,69
Centro do Guilherme ;MA;2011;0,56
Centro Novo do Maranhão ;MA;2011;0,54
Cerejeiras ;RO;2011;0,71
Ceres ;GO;2011;0,79
Cerqueira César ;SP;2011;0,74
Cerquilho ;SP;2011;0,79
Cerrito ;RS;2011;0,66
Cerro Azul ;PR;2011;0,58
Cerro Branco ;RS;2011;0,67
Cerro Corá ;RN;2011;0,62
Cerro Grande do Sul ;RS;2011;0,67
Cerro Grande ;RS;2011;0,68
Cerro Largo ;RS;2011;0,77
Cerro Negro ;SC;2011;0,63
Cesário Lange ;SP;2011;0,71
Céu Azul ;PR;2011;0,74
Cezarina ;GO;2011;0,72
Chácara ;MG;2011;0,67
Chã de Alegria ;PE;2011;0,62
Chã Grande ;PE;2011;0,61
Chalé ;MG;2011;0,66
Chapada da Natividade ;TO;2011;0,64
Chapada de Areia ;TO;2011;0,64
Chapada do Norte ;MG;2011;0,61
Chapada dos Guimarães ;MT;2011;0,70
Chapada Gaúcha ;MG;2011;0,65
Chapadão do Céu ;GO;2011;0,75
Chapadão do Lageado ;SC;2011;0,72
Chapadão do Sul ;MS;2011;0,76
Chapada ;RS;2011;0,77
Chapadinha ;MA;2011;0,62
Chapecó ;SC;2011;0,80
Chã Preta ;AL;2011;0,59
Charqueada ;SP;2011;0,75
Charqueadas ;RS;2011;0,76
Charrua ;RS;2011;0,63
Chaval ;CE;2011;0,60
Chavantes ;SP;2011;0,74
Chaves ;PA;2011;0,47
Chiador ;MG;2011;0,72
Chiapetta ;RS;2011;0,74
Chopinzinho ;PR;2011;0,75
Choró ;CE;2011;0,60
Chorozinho ;CE;2011;0,62
Chorrochó ;BA;2011;0,62
Chuí ;RS;2011;0,71
Chupinguaia ;RO;2011;0,67
Chuvisca ;RS;2011;0,63
Cianorte ;PR;2011;0,77
Cícero Dantas ;BA;2011;0,60
Cidade Gaúcha ;PR;2011;0,73
Cidade Ocidental ;GO;2011;0,72
Cidelândia ;MA;2011;0,62
Cidreira ;RS;2011;0,74
Cipó ;BA;2011;0,62
Cipotânea ;MG;2011;0,59
Ciríaco ;RS;2011;0,73
Claraval ;MG;2011;0,72
Claro dos Poções ;MG;2011;0,68
Cláudia ;MT;2011;0,71
Cláudio ;MG;2011;0,72
Clementina ;SP;2011;0,73
Clevelândia ;PR;2011;0,71
Coaraci ;BA;2011;0,63
Coari ;AM;2011;0,60
Cocal de Telha ;PI;2011;0,57
Cocal dos Alves ;PI;2011;0,52
Cocal do Sul ;SC;2011;0,79
Cocalinho ;MT;2011;0,67
Cocal ;PI;2011;0,51
Cocalzinho de Goiás ;GO;2011;0,67
Cocos ;BA;2011;0,61
Codajás ;AM;2011;0,57
Codó ;MA;2011;0,61
Coelho Neto ;MA;2011;0,58
Coimbra ;MG;2011;0,68
Coité do Nóia ;AL;2011;0,55
Coivaras ;PI;2011;0,58
Colares ;PA;2011;0,61
Colatina ;ES;2011;0,75
Colíder ;MT;2011;0,73
Colinas do Sul ;GO;2011;0,67
Colinas do Tocantins ;TO;2011;0,71
Colinas ;MA;2011;0,61
Colina ;SP;2011;0,77
Colinas ;RS;2011;0,78
Colméia ;TO;2011;0,69
Colniza ;MT;2011;0,63
Colômbia ;SP;2011;0,72
Colombo ;PR;2011;0,74
Colônia do Gurguéia ;PI;2011;0,64
Colônia do Piauí ;PI;2011;0,61
Colônia Leopoldina ;AL;2011;0,53
Colorado do Oeste ;RO;2011;0,70
Colorado ;PR;2011;0,74
Colorado ;RS;2011;0,77
Coluna ;MG;2011;0,59
Combinado ;TO;2011;0,71
Comendador Gomes ;MG;2011;0,70
Comendador Levy Gasparian ;RJ;2011;0,69
Comercinho ;MG;2011;0,61
Comodoro ;MT;2011;0,70
Conceição da Aparecida ;MG;2011;0,70
Conceição da Barra de Minas ;MG;2011;0,70
Conceição da Barra ;ES;2011;0,69
Conceição da Feira ;BA;2011;0,65
Conceição das Alagoas ;MG;2011;0,72
Conceição das Pedras ;MG;2011;0,68
Conceição de Ipanema ;MG;2011;0,69
Conceição de Macabu ;RJ;2011;0,72
Conceição do Almeida ;BA;2011;0,62
Conceição do Araguaia ;PA;2011;0,65
Conceição do Canindé ;PI;2011;0,61
Conceição do Castelo ;ES;2011;0,68
Conceição do Coité ;BA;2011;0,63
Conceição do Jacuípe ;BA;2011;0,68
Conceição do Lago-Açu ;MA;2011;0,53
Conceição do Mato Dentro ;MG;2011;0,65
Conceição do Pará ;MG;2011;0,71
Conceição do Rio Verde ;MG;2011;0,67
Conceição dos Ouros ;MG;2011;0,71
Conceição do Tocantins ;TO;2011;0,61
Conceição ;PB;2011;0,61
Conchal ;SP;2011;0,72
Conchas ;SP;2011;0,74
Concórdia do Pará ;PA;2011;0,58
Concórdia ;SC;2011;0,81
Condado ;PB;2011;0,61
Condado ;PE;2011;0,61
Conde ;BA;2011;0,57
Conde ;PB;2011;0,64
Condeúba ;BA;2011;0,60
Condor ;RS;2011;0,76
Cônego Marinho ;MG;2011;0,64
Confins ;MG;2011;0,76
Confresa ;MT;2011;0,69
Congonhal ;MG;2011;0,72
Congonhas do Norte ;MG;2011;0,58
Congonhas ;MG;2011;0,76
Congonhinhas ;PR;2011;0,68
Congo ;PB;2011;0,59
Conquista D'Oeste ;MT;2011;0,74
Conquista ;MG;2011;0,74
Conselheiro Lafaiete ;MG;2011;0,77
Conselheiro Mairinck ;PR;2011;0,72
Conselheiro Pena ;MG;2011;0,67
Consolação ;MG;2011;0,69
Constantina ;RS;2011;0,77
Contagem ;MG;2011;0,77
Contenda ;PR;2011;0,69
Contendas do Sincorá ;BA;2011;0,59
Coqueiral ;MG;2011;0,70
Coqueiro Baixo ;RS;2011;0,70
Coqueiros do Sul ;RS;2011;0,76
Coqueiro Seco ;AL;2011;0,60
Coração de Jesus ;MG;2011;0,65
Coração de Maria ;BA;2011;0,61
Corbélia ;PR;2011;0,75
Cordeirópolis ;SP;2011;0,76
Cordeiro ;RJ;2011;0,74
Cordeiros ;BA;2011;0,60
Cordilheira Alta ;SC;2011;0,76
Cordisburgo ;MG;2011;0,66
Cordislândia ;MG;2011;0,67
Coreaú ;CE;2011;0,63
Coremas ;PB;2011;0,61
Corguinho ;MS;2011;0,69
Coribe ;BA;2011;0,62
Corinto ;MG;2011;0,69
Cornélio Procópio ;PR;2011;0,77
Coroaci ;MG;2011;0,64
Coroados ;SP;2011;0,73
Coroatá ;MA;2011;0,59
Coromandel ;MG;2011;0,71
